ToOtherState,Owner,manufacture_r,active_r,county_name,state_fips,highschool_r,Manufacture,65to74,White,MedianIncome,SameHouse,State,Management,Black,Unemployed,Hispanic,white_r,MedianAge,NotInLabor,CountyFIPS,Bachelor,univ_r,homeowner_r,BornInState,FromOtherCounty,Population,unemp_r,management_r,Foodstamp,FromOtherState,hisp_r,ToOtherCounty,Tenure,Agriculture,Labor,18to24,agriculture_r,HighSchool,CountyState,black_r
256,2853,0.01678090285984401,0.5962093989995068,Mono County,06,0.1185091242161629,142,1082,9519,30681,11410,California,3300,63,950,3843,0.6706827309236948,37.2,2775,051,3219,0.22680194462058761,0.5529069767441861,8335,720,14193,0.06693440428380187,0.3899787284329946,5,180,0.2707672796448954,309,5160,363,8462,1638,0.042897660127629404,1682,"Mono County, California",0.004438807863031071
9237,62089,0.044899672919722786,0.4540050408658428,Monterey County,06,0.13176616218785814,8662,25851,135763,23660,355865,California,48671,11826,18401,239901,0.3194972312891391,33.3,101102,053,61432,0.14457071449919634,0.49625544499060864,224300,13203,424927,0.04330390867137179,0.25228722935532527,115,9077,0.564569914361761,13042,125115,29293,192919,46375,0.15184092805788957,55991,"Monterey County, California",0.027830662678530665
1248,29997,0.11176486761430811,0.52237294708193,Napa County,06,0.13156628582508098,8130,11953,76531,31111,118969,California,23616,2992,5975,45937,0.5495824147415137,40.3,33568,055,30483,0.21890372200239852,0.6044004755092584,78431,5014,139253,0.04290751366218322,0.32465425751285365,13,1451,0.3298815824434662,5439,49631,4184,72742,12634,0.05751835253361194,18321,"Napa County, California",0.02148607211334765
2154,29617,0.05764017384569044,0.4713506277508468,Nevada County,06,0.15511226497373384,2679,12232,84772,26833,84584,California,16210,358,4932,8751,0.8597042776301645,48.8,33149,057,24148,0.24489381984869074,0.7252314021254713,63889,3767,98606,0.05001724033020303,0.34876715865570806,14,1785,0.08874713506277508,4099,40838,664,46478,6880,0.01428632901587848,15295,"Nevada County, California",0.0036306107133440156
43043,583146,0.12052915237628613,0.5217680799629074,Orange County,06,0.11772684135304995,194094,210057,1323581,31036,2603075,California,588112,50766,138045,1050771,0.4288525760846779,36.7,730167,059,762531,0.24706714866292695,0.581816549185112,1580070,78892,3086331,0.04472786619452029,0.36520779036097145,392,33252,0.3404595942560924,77331,1002285,7115,1610349,312946,0.004418296903342071,363344,"Orange County, California",0.01644865699758062
6679,94577,0.06127383413737652,0.4816357691733192,Placer County,06,0.13555065031340072,10669,33279,270962,34659,308457,California,66116,4652,15810,47800,0.7495117808795136,40.7,99382,061,88426,0.2445963963066846,0.7052143373772473,229789,15642,361518,0.04373226229399366,0.3797151389846083,25,5104,0.1322202490609043,16101,134111,786,174120,28317,0.004514128187456926,49004,"Placer County, California",0.012867962314462904
419,6096,0.07677073625349487,0.4450897023747796,Plumas County,06,0.17826402571813751,659,2767,16295,24497,16438,California,2485,135,1445,1594,0.8449134086902417,50.6,7192,063,3325,0.17240485326143318,0.7147379528666901,12567,793,19286,0.07492481592865291,0.28949207828518175,47,293,0.08265062739811262,921,8529,662,8584,1301,0.0771202236719478,3438,"Plumas County, California",0.006999896297832625
31766,453356,0.07928180792268295,0.4573516508675508,Riverside County,06,0.1589845864328318,82197,156869,868743,24972,1869903,California,259701,141350,145361,1055027,0.38322968954505693,34.2,591539,065,293067,0.12928101340200865,0.6566684241325168,1322305,90370,2266899,0.06412328030494521,0.2504904655806013,1048,27445,0.4654053841834153,66000,690388,15006,1036770,239309,0.014473798431667583,360402,"Riverside County, California",0.06235390284260569
19795,290450,0.04920695382759299,0.48694214967209715,Sacramento County,06,0.14425244280920127,34750,94982,686482,27161,1155188,California,231946,146236,89971,319934,0.47334543676828633,35.3,365889,067,267117,0.18418343530235948,0.5591383359642705,872010,51303,1450277,0.062037114289201306,0.3284419025178384,692,17058,0.22060199534295863,44701,519460,4858,706201,143374,0.006879061343725087,209206,"Sacramento County, California",0.10083315118422205
384,10610,0.09851519337016575,0.5090704542258473,San Benito County,06,0.148379271551118,2853,3425,21125,27530,47042,California,7137,574,3915,32657,0.3713436928702011,34.8,11970,069,6761,0.11884756011812685,0.6197067928275217,37389,2846,56888,0.06881943467866686,0.24644337016574586,42,226,0.5740577977780903,2760,17121,1917,28960,5464,0.06619475138121547,8441,"San Benito County, California",0.010090001406271972
34732,370032,0.08709375443645187,0.45071072353994496,San Bernardino County,06,0.15905668565072603,81593,117108,660447,23969,1713313,California,232608,180267,127508,1050173,0.31773859729643134,32.2,517381,071,235779,0.1134324006800777,0.6090019157214238,1299139,83384,2078586,0.06134362494503475,0.24828973112833447,1057,26461,0.5052343275669132,68235,607604,6504,936841,237220,0.006942480100678771,330613,"San Bernardino County, California",0.08672578377801063
86810,578412,0.08507108048356894,0.49038858763178406,San Diego County,06,0.12456210732599823,132794,205617,1510851,29848,2644016,California,575955,160316,146992,1039752,0.47464125865536044,34.9,796754,073,732946,0.23025858404727653,0.5336834558793,1548084,50414,3183143,0.04617825840686391,0.36897084326034274,716,72226,0.3266431951062205,60087,1083811,13547,1560977,368111,0.008678539145676073,396499,"San Diego County, California",0.05036405841647705
18268,127689,0.0521277609664276,0.6074599069803346,San Francisco County,06,0.10192239033521817,26253,59435,343368,38228,693101,California,244107,47611,37813,126524,0.414159445741745,38.6,209979,075,342563,0.41318848061447017,0.3660472663058435,318323,33462,829072,0.04560882528899782,0.4846970382901665,195,17817,0.15260918231468437,44489,348832,833,503628,70547,0.0016539985862581111,84501,"San Francisco County, California",0.057426857980971496
7302,123584,0.0828683296652597,0.4575793452678126,San Joaquin County,06,0.1597931673917695,26583,43728,244319,23500,568102,California,78158,50377,46788,278523,0.3485043862777263,33.2,172479,077,77523,0.11058127095071678,0.5686127457521061,441990,27201,701050,0.06673989016475287,0.24364529624110778,229,6081,0.39729405891163255,22593,217343,14002,320786,73166,0.04364903705273921,112023,"San Joaquin County, California",0.07185935382640325
5485,59381,0.06041597135835432,0.48083039127009597,San Luis Obispo County,06,0.13390278061447786,7965,24429,192262,26638,214870,California,44135,5791,10446,58889,0.7012152423190267,39.5,84341,079,58160,0.21212032795494995,0.5801758671226185,180380,17039,274184,0.03809850319493479,0.3347719894414272,71,4011,0.21477912642604965,11443,102350,4365,131836,42130,0.033109317637064234,36714,"San Luis Obispo County, California",0.021120853149709684
8915,153322,0.07235119288661135,0.5507388789692865,San Mateo County,06,0.11835715164286187,29480,56029,304779,39818,639608,California,170990,19503,29524,187635,0.4119542547885548,39.4,166711,081,234756,0.3173077312975696,0.5927022649343018,356107,29756,739837,0.03990608742195916,0.41965164422258056,31,7691,0.25361667502436347,30816,258683,2520,407457,56253,0.006184701698584145,87565,"San Mateo County, California",0.026361211996696568
7189,74300,0.06759655660246512,0.5012061035094021,Santa Barbara County,06,0.10964071786910128,14621,29457,201923,25321,337401,California,69080,8471,18750,188743,0.4678963283938316,33.6,110372,083,83568,0.19364391560751237,0.5231362829864534,237725,18064,431555,0.0434475327594397,0.3193741967100944,171,7167,0.43735560936612944,12967,142028,17312,216298,67482,0.08003772573024254,47316,"Santa Barbara County, California",0.019629016000278065
25693,350103,0.1722107061750203,0.5262789501778103,Santa Clara County,06,0.1044278004245293,166903,118011,627346,38234,1544193,California,446845,48660,84473,492546,0.3406584276777031,36.6,429228,085,588984,0.3198272777180763,0.569538029067176,844120,44268,1841569,0.045870124877210684,0.46105518175693033,519,27982,0.26745997570549895,56603,614714,5577,969179,162358,0.005754354974674441,192311,"Santa Clara County, California",0.026423120719343125
3540,54749,0.08270468002732863,0.525862359329798,Santa Cruz County,06,0.10031698745897313,11621,19013,156915,27111,224561,California,52371,2459,11964,87406,0.5872501431495903,36.9,70391,087,64566,0.24163650857213428,0.5810823719207379,163395,13787,267203,0.04477494638907497,0.37271549760874517,79,2885,0.32711459077929517,11150,94219,7157,140512,39936,0.05093515144613983,26805,"Santa Cruz County, California",0.009202740987189515
3503,43687,0.04803607607345925,0.4285514228097692,Shasta County,06,0.17903316155052656,3675,18400,145485,22008,145530,California,21972,1759,9215,15908,0.8149507058032713,41.9,61674,089,23652,0.13248935693479721,0.6335029944461362,122202,6950,178520,0.05161886623347524,0.2871969152342984,260,3554,0.08911046381357832,5672,68961,1603,76505,15716,0.020952878896804132,31961,"Shasta County, California",0.00985323773246695
380,978,0.021377672209026127,0.4183504471679364,Sierra County,06,0.26167605167273933,27,442,2636,25603,2826,California,423,4,91,283,0.8731368002649884,53.5,1226,091,457,0.151374627360053,0.7575522850503486,1862,79,3019,0.030142431268631996,0.334916864608076,4,37,0.09373964889036104,168,1291,78,1263,107,0.06175771971496437,790,"Sierra County, California",0.001324942033786022
1497,12228,0.05581220455522132,0.4205960100314046,Siskiyou County,06,0.18804365016606042,1039,5548,34749,19855,36331,California,5439,574,2657,4923,0.7850929712387881,47.3,16375,093,7663,0.1731321027541176,0.6309597523219814,27878,1548,44261,0.060030274959896976,0.292168027503223,162,924,0.11122658774090056,1930,19380,1348,18616,3235,0.07241082939406962,8323,"Siskiyou County, California",0.01296852759765934
6311,85815,0.0829945521078557,0.4906480655750147,Solano County,06,0.15985570081399542,17169,30229,169041,30841,343984,California,60721,59510,24372,104865,0.40092831527617023,37.2,99960,095,67991,0.16125979545756408,0.6021217925779359,238135,16161,421624,0.057805058535567236,0.29352392093547125,118,6972,0.24871686621254957,17195,142521,2828,206869,41850,0.01367048711986813,67399,"Solano County, California",0.14114471661954728
5678,111419,0.0910000077827674,0.5225360418064621,Sonoma County,06,0.13966530429654933,23385,42459,320735,30315,414979,California,84096,7490,23893,125674,0.652178775493605,40.5,126191,097,111230,0.22617377335854735,0.5960307058603258,303127,15143,491790,0.04858374509445088,0.3272498034851232,238,5311,0.25554403302222495,13475,186935,7048,256978,45768,0.02742647230502222,68686,"Sonoma County, California",0.015230077878769394
4952,96098,0.10331714544406947,0.4647719751948186,Stanislaus County,06,0.17655711427445608,25104,33285,237248,22360,423279,California,54232,14456,38984,225013,0.45380780957700356,33.3,130885,099,52830,0.10105318729748237,0.5717056338866083,336338,17314,522794,0.07456856811669606,0.2231953247180838,469,4672,0.4304047100770093,15109,168090,11348,242980,54351,0.046703432381265945,92303,"Stanislaus County, California",0.0276514267570018
1084,18735,0.05267708990628433,0.45009309224020955,Sutter County,06,0.154848685663795,2254,7054,46558,23253,78493,California,11031,1925,5846,27931,0.48973881578255335,35,25475,101,11149,0.11727518486961827,0.5905809664911894,56698,4476,95067,0.061493473024288134,0.25779990184393187,83,583,0.29380331766017653,6624,31723,3714,42789,9266,0.08679800883404613,14721,"Sutter County, California",0.020248877107724026
984,16058,0.07164622533709149,0.4148599962075722,Tehama County,06,0.20352695784084446,1881,6159,44728,21290,51344,California,5769,315,3897,14539,0.7067821250237026,40,20833,103,6003,0.09485809999367929,0.683901192504259,44620,3375,63284,0.061579546172808294,0.21973794469414185,99,882,0.2297421149105619,3369,23480,1561,26254,5190,0.059457606459968004,12880,"Tehama County, California",0.004977561468933696
392,3894,0.023299511461856444,0.3937846836847947,Trinity County,06,0.21280059193488715,124,1789,11235,21838,12159,California,1594,110,684,960,0.8312985571587126,50,5605,105,2286,0.16914539400665926,0.7053070095997102,8920,609,13515,0.050610432852386235,0.29951146185644495,23,306,0.07103218645948946,454,5521,157,5322,754,0.029500187899285983,2876,"Trinity County, California",0.008139104698483167
4336,75974,0.06746671839268213,0.43427294572474884,Tulare County,06,0.14289482784610338,13217,25271,141322,19482,378451,California,39708,7884,25947,279022,0.31327752999281766,30.1,106919,107,34266,0.07595963716005923,0.5724986059409521,296612,10613,451108,0.057518376974028396,0.20269111401502776,511,5091,0.6185259405729892,11578,132706,32994,195904,48794,0.16841922574322116,64461,"Tulare County, California",0.017476967821452957
513,15372,0.04045478582760444,0.4175391465950282,Tuolumne County,06,0.21708649971479566,918,6760,44017,24047,45620,California,6338,1018,3455,6048,0.8099251108616851,48.2,19148,109,8118,0.14937347047675126,0.693025562418286,38289,3298,54347,0.0635729663090879,0.279305482108232,22,580,0.11128489153035126,2145,22181,595,22692,4156,0.026220694517891767,11798,"Tuolumne County, California",0.018731484718567722
12606,172637,0.09479802072618265,0.5152765646873019,Ventura County,06,0.12372366264252982,40826,58421,397118,29886,717701,California,147373,15035,39135,344520,0.475140884671987,36.9,189979,111,171853,0.20561743978750643,0.6445791904536103,473995,21405,835790,0.04682396295720217,0.34220028189094487,297,12028,0.41220880843274027,21723,267829,20637,430663,83461,0.04791913863043726,103407,"Ventura County, California",0.017988968520800678
3259,37180,0.056203668740187215,0.4929124910610202,Yolo County,06,0.11339034688139811,5656,12043,99540,24938,154966,California,40861,5314,9498,63249,0.4875540012343139,31,56819,113,45697,0.22382715686562632,0.5240088509294886,122846,17353,204162,0.04652187968378053,0.40603573344992744,114,2950,0.3097981015076263,11793,70953,3884,100634,39665,0.038595305761472264,23150,"Yolo County, California",0.026028350035755918
1144,14360,0.04259607632356893,0.40745151179183947,Yuba County,06,0.15620252124994868,1268,4644,41919,21527,55739,California,6640,2378,5052,19181,0.5737691454851558,32.1,20086,115,6328,0.08661492766120532,0.5810942052444157,46793,5154,73059,0.06914959142610767,0.22305831765654394,93,1919,0.2625412337973419,4018,24712,1512,29768,7613,0.050792797635044344,11412,"Yuba County, California",0.03254903571086382
9390,100071,0.08221582853807022,0.5195880041078261,Adams County,08,0.18400287721153138,19717,24772,242237,28814,378141,Colorado,64318,14816,21247,177234,0.5248246157579329,32.8,88434,001,62589,0.13560375944085035,0.6454236457332293,236818,28383,461558,0.04603321792710775,0.268192811275123,329,9104,0.38399074439182074,27445,155047,3959,239820,42306,0.016508214494203987,84928,"Adams County, Colorado",0.03209997443441561
425,3523,0.02198429693076374,0.434796102042083,Alamosa County,08,0.150704487617156,154,1129,7969,16207,12430,Colorado,1842,294,690,7339,0.4946309974551549,30.8,4777,003,2254,0.1399044131338837,0.5878524945770065,9224,1333,16111,0.042827881571597046,0.26295503211991433,9,721,0.4555272794984793,1354,5993,354,7005,2853,0.050535331905781584,2428,"Alamosa County, Colorado",0.018248401713115262
16188,142463,0.05146912067700225,0.5458014627508028,Arapahoe County,08,0.1371261840438155,16762,38388,373627,32535,470886,Colorado,122741,60541,25481,110721,0.626172312312715,36,117315,005,156000,0.26144491891855653,0.6241068573205939,234337,39459,596684,0.04270434601899833,0.3768864897396452,272,20374,0.1855605312024455,36394,228267,3438,325671,51170,0.0105566660832558,81821,"Arapahoe County, Colorado",0.10146241561697648
554,3746,0.01617475404368851,0.49431256181998023,Archuleta County,08,0.20087372238707552,97,1552,9407,25259,10535,Colorado,2135,65,561,2209,0.7753874052093637,48.8,3809,007,3195,0.263353115727003,0.701104248549504,3526,101,12132,0.046241345202769533,0.35601133900283477,0,619,0.1820804484009232,391,5343,272,5997,862,0.045356011339002834,2437,"Archuleta County, Colorado",0.005357731618859215
85,1177,0.030939226519337018,0.48460508701472554,Baca County,08,0.23427041499330656,56,427,3244,20739,3176,Colorado,649,58,68,357,0.8685408299866131,48.1,1010,009,434,0.11619812583668006,0.7189981673793525,1876,97,3735,0.01820615796519411,0.3585635359116022,12,97,0.09558232931726908,279,1637,385,1810,235,0.212707182320442,875,"Baca County, Colorado",0.015528781793842034
57,1185,0.0074487895716946,0.2685,Bent County,08,0.3343333333333333,12,510,3181,15514,4984,Colorado,480,724,162,1863,0.5301666666666667,40.9,1247,011,363,0.0605,0.662751677852349,3350,728,6000,0.027,0.297951582867784,17,55,0.3105,494,1788,283,1611,174,0.17566728739913098,2006,"Bent County, Colorado",0.12066666666666667
10082,76007,0.09887131872914551,0.5646926590773547,Boulder County,08,0.0823387926571112,17038,19796,240384,31056,229259,Colorado,85516,2821,11522,41482,0.7877155384282652,35.7,67508,013,113836,0.373029760851471,0.6254381778384872,99905,15726,305166,0.0377564997411245,0.49624836790947335,198,15723,0.13593257440212866,14394,121526,1787,172325,46243,0.010369940519367474,25127,"Boulder County, Colorado",0.009244149086071187
1485,15760,0.1043049438620433,0.5462246090772019,Broomfield County,08,0.10163145679096007,3363,3814,46425,39564,48012,Colorado,15082,590,1928,6869,0.7865044810002202,37.4,11596,014,19537,0.3309841259084826,0.6957750209703766,23901,5963,59027,0.03266301861859827,0.46777495192605917,0,2292,0.11637047452860555,3956,22651,259,32242,4632,0.00803300043421624,5999,"Broomfield County, Colorado",0.00999542582208142
1009,5855,0.036737022247575586,0.4836929529275426,Chaffee County,08,0.21908283207328513,322,2382,15553,24718,15605,Colorado,2983,417,528,1802,0.8582859665581369,48.9,5349,015,4872,0.26885933447381494,0.7569489334195216,6905,996,18121,0.029137464819822306,0.34033086138049057,18,474,0.09944263561613598,900,7735,241,8765,995,0.027495721620079863,3970,"Chaffee County, Colorado",0.02301197505656421
21,606,0.023070097604259095,0.5234556432884347,Cheyenne County,08,0.20575940548072458,26,109,1776,23438,1786,Colorado,445,7,66,327,0.8248954946586159,36.3,407,017,300,0.13934045517882024,0.7690355329949239,1312,210,2153,0.030654900139340455,0.3948535936113576,0,42,0.15188109614491407,93,788,301,1127,193,0.2670807453416149,443,"Cheyenne County, Colorado",0.003251277287505806
141,3299,0.05596196049743965,0.5999561114768488,Clear Creek County,08,0.16787360105332455,306,1032,8323,37086,7949,Colorado,1916,130,388,478,0.9132104454685099,48,2053,019,2894,0.3175334649989028,0.804045820131611,3269,376,9114,0.042571867456660084,0.35040234089246525,0,211,0.052446785165679174,474,4103,303,5468,547,0.05541331382589612,1530,"Clear Creek County, Colorado",0.014263770024138688
178,2401,0.036244800950683304,0.4067182213629773,Conejos County,08,0.2165297245045916,122,747,3565,18735,7366,Colorado,1040,8,304,4530,0.430763653939101,38.5,2559,021,1070,0.1292895118414693,0.7942441283493219,6533,363,8276,0.03673272112131464,0.30897207367795604,15,122,0.5473658772353794,471,3023,394,3366,684,0.11705288175876412,1792,"Conejos County, Colorado",0.0009666505558240696
91,1081,0.0364762560220234,0.40609278926774733,Costilla County,08,0.20346562325321407,53,544,1128,17345,3183,Colorado,290,0,223,2320,0.31525992174399103,50.6,1397,023,476,0.1330352152040246,0.7743553008595988,2278,119,3578,0.062325321408608164,0.19958706125258086,0,59,0.6484069312465064,100,1396,135,1453,237,0.0929112181693049,728,"Costilla County, Colorado",0.0
76,925,0.017241379310344827,0.3443684778697373,Crowley County,08,0.25710687297589063,33,380,3177,12044,4674,Colorado,426,438,551,1651,0.5716084922634042,39.9,1288,025,405,0.07286793810723281,0.7885763000852515,3155,444,5558,0.09913637999280317,0.2225705329153605,0,189,0.29704929830874416,391,1173,125,1914,852,0.06530825496342738,1429,"Crowley County, Colorado",0.07880532565671104
267,1694,0.02657601977750309,0.37856808610201215,Custer County,08,0.18062704726251755,43,749,3996,20410,3567,Colorado,396,91,210,134,0.9349555451567618,57.4,1984,027,1190,0.27842770238652315,0.7971764705882353,1467,140,4274,0.04913430042115115,0.24474660074165636,0,63,0.0313523631258774,583,2125,71,1618,210,0.04388133498145859,772,"Custer County, Colorado",0.02129153018249883
849,8996,0.050235956766631146,0.43248403449865036,Delta County,08,0.26087958390940813,660,3807,25008,21263,25922,Colorado,3853,328,1565,4390,0.8232273355717954,47.1,9793,029,4135,0.13611824346566595,0.7181288417019238,15764,911,30378,0.05151754559220489,0.29327142639671183,6,929,0.1445124761340444,1574,12527,1942,13138,2077,0.14781549703151164,7925,"Delta County, Colorado",0.010797287510698531
19888,134843,0.050453650009711165,0.5686700527157028,Denver County,08,0.12631730088027807,18184,36818,334981,30709,480374,Colorado,146468,61868,27400,197760,0.5285471072632802,34,133488,031,192904,0.30437204253231026,0.49747651759428013,264919,44840,633777,0.043232872130102545,0.4063927194029022,728,26069,0.3120340435200394,49030,271054,4200,360410,59150,0.011653394744873894,80057,"Denver County, Colorado",0.09761793185931329
2,615,0.019305019305019305,0.4475806451612903,Dolores County,08,0.26497695852534564,15,250,1530,20560,1439,Colorado,247,0,63,119,0.881336405529954,46.3,622,033,285,0.1641705069124424,0.8102766798418972,799,110,1736,0.036290322580645164,0.3178893178893179,6,27,0.06854838709677419,58,759,109,777,88,0.1402831402831403,460,"Dolores County, Colorado",0.0
9494,85040,0.06716156111006703,0.5324656263967925,Douglas County,08,0.08756679586649499,10721,16848,253272,47489,251848,Colorado,82610,2985,7295,23870,0.8448201098087353,37.2,51226,035,107804,0.3595935875968165,0.806800500929756,111847,12853,299794,0.02433337558456807,0.5175092401177723,16,11125,0.07962133998679093,14902,105404,2231,159630,18982,0.013976069661091274,26252,"Douglas County, Colorado",0.009956837028092623
2087,12153,0.02116016052535571,0.6297168456722761,Eagle County,08,0.12469128711733961,696,2601,35099,35877,45843,Colorado,11253,548,1580,15692,0.6719698275036854,35.1,6928,037,16826,0.32213351712518906,0.6737443175518351,17285,1329,52233,0.03024907625447514,0.34211966435607444,0,1417,0.3004231041678632,2072,18038,906,32892,4333,0.027544691718350965,6513,"Eagle County, Colorado",0.010491451764210366
880,7346,0.056319325105452275,0.5437247823317053,Elbert County,08,0.1943937141643661,721,1915,21256,36131,20579,Colorado,4651,117,847,1390,0.9027819069866214,44.5,5008,039,4800,0.2038649394775961,0.8894539290471001,10650,1268,23545,0.03597366744531748,0.36330260896734884,0,934,0.05903588872372054,1857,8259,577,12802,1659,0.04507108264333698,4577,"Elbert County, Colorado",0.004969207899766404
33479,151792,0.06256541120227405,0.4794434627470354,El Paso County,08,0.1334537181724838,19369,40494,458845,29303,492357,Colorado,114493,38506,27681,101403,0.7106086816466292,33.6,140487,041,143691,0.22253282061368393,0.6320610941312658,204450,11880,645707,0.04286928901188929,0.3698333225660572,333,43802,0.15704181617978433,13463,240154,2043,309580,72756,0.006599263518315137,86172,"El Paso County, Colorado",0.05963385870061808
1337,11944,0.037389885807504075,0.32690543740267497,Fremont County,08,0.2778429574009684,573,5063,35995,19277,38640,Colorado,3992,2788,1390,6006,0.767827812026707,43.3,12648,043,5673,0.12101367349986135,0.7195180722891567,20676,2127,46879,0.029650803131466116,0.260489396411093,16,1390,0.1281170673435867,2146,16600,539,15325,3171,0.03517128874388255,13025,"Fremont County, Colorado",0.05947225836728599
1908,13294,0.029383021695224446,0.5415637569684567,Garfield County,08,0.15903958789076283,902,3383,39067,30621,45581,Colorado,8260,499,2078,15964,0.6892068308517395,35.6,10231,045,10867,0.19171194693387905,0.6539104771273979,23696,2058,56684,0.03665937477947922,0.2690729037722327,13,1845,0.28163150095264977,2277,20330,1530,30698,4556,0.04984038048081308,9015,"Garfield County, Colorado",0.00880318961258909
143,1827,0.05439595192915876,0.569012056865215,Gilpin County,08,0.16501709555515565,172,414,4934,37761,4709,Colorado,1135,20,182,447,0.8878891488213064,43.3,1156,047,1239,0.2229620298722332,0.7417783191230207,1860,308,5557,0.03275148461400036,0.35895003162555345,0,324,0.08043908583768221,453,2463,29,3162,175,0.009171410499683744,917,"Gilpin County, Colorado",0.003599064243296743
858,3944,0.02426504899673355,0.5920707280011052,Grand County,08,0.19091034673297416,208,1292,12773,33796,11964,Colorado,2533,91,473,1101,0.8822351153474237,42,2853,049,3791,0.26184555877883686,0.7572964669738863,5090,543,14478,0.03267025832297279,0.2954969668688754,0,856,0.07604641525072524,845,5208,342,8572,1041,0.039897340177321515,2764,"Grand County, Colorado",0.006285398535709352
860,3732,0.015964106844741234,0.6182029284654583,Gunnison County,08,0.10649551699671031,153,1039,13676,23981,11763,Colorado,2956,77,817,1362,0.8821518415790492,34.2,2963,051,5310,0.3425143520608914,0.5890151515151515,5884,1160,15503,0.052699477520479904,0.30843071786310516,0,930,0.08785396374895181,745,6336,238,9584,2841,0.0248330550918197,1651,"Gunnison County, Colorado",0.004966780623105205
20,331,0.0071090047393364926,0.4845005740528129,Hinsdale County,08,0.16303099885189437,3,164,835,27882,756,Colorado,170,0,14,19,0.9586681974741676,57.5,337,053,310,0.3559127439724455,0.7918660287081339,214,51,871,0.016073478760045924,0.4028436018957346,0,48,0.021814006888633754,16,418,26,422,9,0.061611374407582936,142,"Hinsdale County, Colorado",0.0
190,2104,0.06400919892679187,0.3983206106870229,Huerfano County,08,0.22244274809160305,167,990,4022,20525,5777,Colorado,867,41,362,2292,0.6140458015267175,52.1,2502,055,1457,0.22244274809160305,0.7346368715083799,3489,217,6550,0.05526717557251908,0.33231123035645843,32,238,0.3499236641221374,372,2864,142,2609,416,0.054426983518589496,1457,"Huerfano County, Colorado",0.006259541984732824
73,443,0.027742749054224466,0.5709143268538517,Jackson County,08,0.2735781137508999,22,169,1122,28696,1268,Colorado,240,1,10,257,0.8077753779697624,46.5,302,057,185,0.1331893448524118,0.687888198757764,613,32,1389,0.007199424046076314,0.3026481715006305,2,32,0.18502519798416125,0,644,215,793,48,0.27112232030264816,380,"Jackson County, Colorado",0.0007199424046076314
10598,154706,0.0722585103407427,0.5564191576858148,Jefferson County,08,0.14989142415620274,21959,42890,432475,35443,456358,Colorado,125414,5869,20380,81148,0.791843811909287,40.4,118894,059,157135,0.28770767647694273,0.7006168087168386,255551,28160,546162,0.03731493586152094,0.41268859309959033,387,15514,0.14857862685430331,30126,220814,4410,303895,46544,0.014511591174583326,81865,"Jefferson County, Colorado",0.010745895906342806
5,408,0.013100436681222707,0.488272921108742,Kiowa County,08,0.19260838663823737,9,135,1248,19863,1272,Colorado,288,11,14,85,0.8869936034115139,40.4,289,061,174,0.12366737739872068,0.7298747763864043,894,37,1407,0.009950248756218905,0.4192139737991266,0,33,0.06041222459132907,47,559,166,687,108,0.24163027656477437,271,"Kiowa County, Colorado",0.007818052594171997
317,2028,0.04624431970061481,0.4606008372322088,Kit Carson County,08,0.22716079783304605,173,761,6099,22737,6630,Colorado,1039,279,214,1548,0.7509234178773702,38.4,1762,063,772,0.09505048017729623,0.6642646577137242,4559,404,8122,0.026348190100960355,0.27773322641005077,0,222,0.19059344988918986,258,3053,625,3741,730,0.16706762897620958,1845,"Kit Carson County, Colorado",0.03435114503816794
297,1875,0.026432748538011697,0.584735330324169,Lake County,08,0.20872657639173847,113,469,4906,33103,5872,Colorado,1256,38,266,2158,0.6710436328819587,39,1308,065,1535,0.20995759813978937,0.6036703155183516,3473,346,7311,0.036383531664614964,0.2938011695906433,0,469,0.295171659143756,426,3106,158,4275,577,0.03695906432748538,1526,"Lake County, Colorado",0.005197647380659281
2746,14087,0.032573062704889445,0.5456829124402915,La Plata County,08,0.13281443279349917,934,4260,41941,28295,40836,Colorado,10718,204,1703,6454,0.7981616457647439,38.5,12874,067,15772,0.3001503415989495,0.6668718045824654,18688,1608,52547,0.03240908139379984,0.3737881007184209,155,3050,0.12282337716710755,1318,21124,1110,28674,5723,0.03871102741159238,6979,"La Plata County, Colorado",0.0038822387576835974
10360,79788,0.08997785648417356,0.5466726604267343,Larimer County,08,0.12054521810329603,15319,23293,260863,27408,242095,Colorado,68176,2948,12395,33750,0.8376161959959542,35.5,73879,069,88763,0.28501292404514583,0.6500411428757648,124483,13019,311435,0.03979963716345305,0.4004393461495539,92,14109,0.10836932265159664,10703,122743,3856,170253,45164,0.022648646426201006,37542,"Larimer County, Colorado",0.00946585964968613
402,4218,0.02357247437774524,0.4618297383190209,Las Animas County,08,0.20244776523091487,161,1691,7882,22705,12706,Colorado,1706,192,608,6235,0.5329636892284806,44.6,4637,071,1883,0.12732436270200825,0.7161290322580646,8625,410,14789,0.04111163702752046,0.24978038067349928,22,344,0.42159713300425994,595,5890,746,6830,1352,0.10922401171303074,2994,"Las Animas County, Colorado",0.012982622219216986
163,1162,0.0168997668997669,0.3141706334675943,Lincoln County,08,0.31288905162943975,29,444,3928,13627,4500,Colorado,554,665,135,712,0.7191504943244232,38.7,1122,073,657,0.12028560966678872,0.6613545816733067,3084,400,5462,0.024716221164408643,0.32284382284382285,0,64,0.13035518125228854,465,1757,204,1716,409,0.11888111888111888,1709,"Lincoln County, Colorado",0.1217502746246796
