FromOtherCounty10,ToOtherState10,highschool_r10,65to74_10,county_name,state_fips,HighSchool10,CountyFIPS,Black10,Population10,black_r10,State10,BornInState10,Agriculture10,Management10,MedianAge10,Tenure10,hisp_r10,Bachelor10,SameHouse10,Hispanic10,White10,ToOtherCounty10,univ_r10,CountyState10,Owner10,MedianIncome10,homeowner_r10,FromOtherState10,Manufacture10,white_r10,18to24_10,Foodstamp10
173,77,0.15153807362581947,241,Kearny County,20,601,093,17,3966,0.004286434694906707,Kansas,2438,325,468,35.2,1433,0.26954109934442766,291,3217,1069,2713,174,0.07337367624810892,"Kearny County, Kansas",1062,26340,0.741102581995813,147,204,0.684064548663641,353,0
248,125,0.2224179142030444,774,Kingman County,20,1768,095,17,7949,0.0021386337904138884,Kansas,6365,392,1282,44.8,3464,0.020128318027424832,1121,7030,160,7585,426,0.14102402817964524,"Kingman County, Kansas",2734,25062,0.7892609699769053,11,627,0.9542080764876085,525,0
81,70,0.2265069262448521,234,Kiowa County,20,605,097,0,2671,0.0,Kansas,1843,185,455,41,994,0.04455260202171472,370,2078,119,2482,317,0.13852489704230625,"Kiowa County, Kansas",728,17336,0.7323943661971831,152,26,0.9292399850243355,306,0
904,408,0.1993942453306411,1742,Labette County,20,4345,099,927,21791,0.04254049837088706,Kansas,15062,336,2795,40.3,8952,0.04102611169748979,2575,17843,894,18745,528,0.11816805103024185,"Labette County, Kansas",6404,20654,0.7153708668453976,630,2141,0.8602175209949061,1941,6
7,64,0.2736231884057971,145,Lane County,20,472,101,0,1725,0.0,Kansas,1286,273,352,44.8,757,0.05681159420289855,279,1488,98,1530,244,0.1617391304347826,"Lane County, Kansas",556,24643,0.7344782034346103,101,26,0.8869565217391304,60,0
3579,4775,0.21842623741807507,4468,Leavenworth County,20,16297,103,6834,74611,0.09159507311254372,Kansas,36585,412,11028,37.1,25778,0.054268137406012516,14275,56283,4049,60161,2325,0.19132567583868332,"Leavenworth County, Kansas",17881,28208,0.6936535029870432,6376,2456,0.8063288255083031,6121,47
123,0,0.23941958887545345,268,Lincoln County,20,792,105,0,3308,0.0,Kansas,2669,272,590,46.8,1444,0.021463119709794438,401,2767,71,3182,65,0.12122128174123338,"Lincoln County, Kansas",1171,24639,0.8109418282548476,35,141,0.9619105199516325,176,0
114,239,0.2876712328767123,1005,Linn County,20,2814,107,10,9782,0.0010222858311183807,Kansas,6141,281,1351,43.9,4306,0.015538744632999387,932,8794,152,9354,724,0.09527703946023308,"Linn County, Kansas",3655,23509,0.8488156061309801,333,416,0.9562461664281333,615,0
76,6,0.27433309300648884,261,Logan County,20,761,109,4,2774,0.0014419610670511895,Kansas,2093,281,509,44.8,1334,0.006488824801730353,357,2523,18,2628,245,0.12869502523431867,"Logan County, Kansas",1018,24172,0.7631184407796102,82,69,0.9473684210526315,176,0
2020,700,0.1811631497683994,1980,Lyon County,20,6336,111,811,34974,0.023188654429004404,Kansas,23353,634,4627,31.9,13752,0.19991994052724882,4820,25492,6992,25634,1579,0.1378166638073998,"Lyon County, Kansas",8186,19133,0.5952588714368819,1042,3487,0.7329444730371133,6133,0
814,561,0.21742408664061966,2326,McPherson County,20,6344,113,185,29178,0.0063403934471176916,Kansas,21010,845,4761,41,11715,0.032147508396737266,4916,24833,938,27343,1331,0.16848310370827335,"McPherson County, Kansas",8925,25362,0.7618437900128041,900,3300,0.9371101514839948,2672,12
617,345,0.24808889589408148,1225,Marion County,20,3148,115,111,12689,0.008747734258018756,Kansas,9669,594,2154,44.2,5063,0.019623295767988023,1679,10827,249,12042,580,0.13231933170462606,"Marion County, Kansas",4237,21910,0.8368556191981039,277,1017,0.9490109543699267,1200,0
213,345,0.3276830590322263,927,Marshall County,20,3325,117,94,10147,0.009263821819256923,Kansas,7663,553,1726,44.8,4291,0.015669656055977137,906,9281,159,9789,282,0.08928747413028482,"Marshall County, Kansas",3269,23275,0.7618270799347472,117,1043,0.964718636050064,674,0
162,153,0.21423833738669024,355,Meade County,20,969,119,46,4523,0.010170240990493035,Kansas,2954,373,813,38.3,1767,0.13486623922175547,600,3928,610,3762,89,0.13265531726730045,"Meade County, Kansas",1382,25260,0.7821165817770233,147,80,0.8317488392659739,333,0
1559,800,0.23029019803213352,2158,Miami County,20,7396,121,350,32116,0.010897994768962511,Kansas,19175,379,5507,39.7,11931,0.02497197658487981,4893,27362,802,30165,1673,0.1523539668700959,"Miami County, Kansas",9531,30248,0.7988433492582349,553,1599,0.9392514634450119,2161,18
268,128,0.2407958640137866,587,Mitchell County,20,1537,123,9,6383,0.0014099953000156666,Kansas,4919,272,1092,45.1,2692,0.011436628544571519,936,5652,73,6206,254,0.14663951120162932,"Mitchell County, Kansas",2044,24048,0.7592867756315007,214,392,0.9722700924330252,528,2
1466,1138,0.21699150988632837,2933,Montgomery County,20,7693,125,1989,35453,0.056102445491213716,Kansas,22634,553,4593,40.2,14564,0.04803542718528756,4406,28554,1703,29018,1207,0.12427721208360365,"Montgomery County, Kansas",10459,21397,0.7181406207085965,1672,3666,0.8184920881166615,3364,32
230,53,0.32475613858055835,599,Morris County,20,1931,127,0,5946,0.0,Kansas,4253,291,861,45.9,2604,0.028422468886646485,703,5097,169,5607,152,0.11823074335687857,"Morris County, Kansas",2020,23022,0.7757296466973886,96,341,0.942986881937437,381,0
51,45,0.22410604192355116,262,Morton County,20,727,129,28,3244,0.008631319358816275,Kansas,1612,336,553,37,1278,0.1717016029593095,400,2677,557,2485,83,0.12330456226880394,"Morton County, Kansas",911,25442,0.7128325508607198,214,53,0.7660295930949446,268,0
277,181,0.3200039012971813,846,Nemaha County,20,3281,131,26,10253,0.0025358431678533114,Kansas,8165,605,1805,42.7,3955,0.010045840241880426,1184,9178,103,9946,353,0.11547839656685847,"Nemaha County, Kansas",3127,22520,0.7906447534766119,161,968,0.9700575441334244,643,0
875,400,0.21326641673721128,1349,Neosho County,20,3527,133,308,16538,0.018623775547224573,Kansas,11561,469,2211,40,6742,0.039242955617366064,1729,13508,649,14263,954,0.10454710364010159,"Neosho County, Kansas",5206,19501,0.772174428952833,905,1220,0.8624380215261821,1772,0
93,26,0.2724358974358974,350,Ness County,20,850,135,0,3120,0.0,Kansas,2440,387,546,47.9,1369,0.05673076923076923,432,2811,177,2854,106,0.13846153846153847,"Ness County, Kansas",1131,25456,0.8261504747991234,50,65,0.9147435897435897,159,0
529,66,0.2633520730850316,480,Norton County,20,1499,137,191,5692,0.033555867884750526,Kansas,3229,309,868,43.2,2221,0.025650035137034434,731,4605,146,5189,388,0.12842586085734364,"Norton County, Kansas",1510,21869,0.6798739306618641,228,260,0.9116303583977512,364,0
627,300,0.2777304273712407,1402,Osage County,20,4562,139,99,16426,0.006027030317788872,Kansas,12368,279,2498,42.2,6739,0.017898453671009375,2163,14235,294,15717,832,0.13168148057956897,"Osage County, Kansas",5325,24648,0.7901765840629174,157,827,0.9568367222695726,1071,12
188,35,0.2764976958525346,401,Osborne County,20,1080,141,5,3906,0.0012800819252432156,Kansas,2997,335,609,47.2,1726,0.014336917562724014,506,3424,56,3795,237,0.1295442908346134,"Osborne County, Kansas",1352,18840,0.7833140208574739,112,270,0.9715821812596006,260,0
283,85,0.22318650728672015,551,Ottawa County,20,1363,143,28,6107,0.00458490257082037,Kansas,4919,248,874,42.3,2311,0.01833961028328148,826,5320,112,5867,307,0.13525462583920092,"Ottawa County, Kansas",1891,24683,0.8182604932929468,98,533,0.960700835107254,324,0
1173,172,0.24229712136554318,623,Pawnee County,20,1675,145,453,6913,0.06552871401706929,Kansas,5265,194,1113,44.2,2520,0.11456675828149862,828,5111,792,5354,426,0.11977433820338493,"Pawnee County, Kansas",1787,19799,0.7091269841269842,134,166,0.7744828583827571,559,0
93,188,0.2560257096946974,552,Phillips County,20,1434,147,21,5601,0.003749330476700589,Kansas,4027,472,1031,45.1,2337,0.004463488662738797,671,4986,25,5347,287,0.1198000357079093,"Phillips County, Kansas",1866,24505,0.7984595635430038,143,295,0.9546509551865738,322,0
937,296,0.19642943072999375,1335,Pottawatomie County,20,4082,149,219,20781,0.010538472643279919,Kansas,14237,426,3328,36.1,7764,0.03989220922958472,3742,18423,829,19104,940,0.18006833164910255,"Pottawatomie County, Kansas",6285,27492,0.8095054095826894,411,1135,0.9193012848274866,1597,26
700,252,0.19648397104446744,816,Pratt County,20,1900,151,169,9670,0.017476732161323682,Kansas,7090,662,1608,42.4,3979,0.04395036194415719,1460,7845,425,8881,681,0.15098241985522234,"Pratt County, Kansas",2800,21170,0.703694395576778,332,309,0.9184074457083764,1003,0
51,45,0.24903623747108714,309,Rawlins County,20,646,153,13,2594,0.0050115651503469544,Kansas,1689,358,636,50.4,1186,0.027370855821125674,384,2297,71,2477,100,0.14803392444101773,"Rawlins County, Kansas",883,20809,0.7445193929173693,34,63,0.9548959136468774,135,0
3306,1341,0.21517781871545882,4967,Reno County,20,13783,155,2024,64054,0.031598338901551816,Kansas,48083,1011,8743,40,25876,0.07595154088737628,8066,51754,4865,55536,2448,0.12592500078059138,"Reno County, Kansas",18524,22804,0.7158757149482146,1151,4137,0.8670184531801293,5968,8
141,32,0.26888932728348786,587,Republic County,20,1363,157,1,5069,0.00019727756954034326,Kansas,3820,461,877,50.6,2377,0.004931939238508582,712,4343,25,4941,221,0.1404616295127244,"Republic County, Kansas",1928,20727,0.8111064366848969,233,262,0.9747484710988361,288,3
442,149,0.2334123222748815,949,Rice County,20,2364,159,70,10128,0.006911532385466035,Kansas,7109,525,1571,39.3,4011,0.08392575039494471,1388,8092,850,8802,668,0.13704581358609794,"Rice County, Kansas",3030,19906,0.7554225878833208,449,545,0.8690758293838863,1115,14
5972,5196,0.1003693778518143,2457,Riley County,20,6929,161,4171,69035,0.0604186282320562,Kansas,34186,462,12857,24.1,24838,0.06092561744042877,13836,48919,4206,55494,3979,0.20042007677265156,"Riley County, Kansas",10866,17410,0.4374748369433932,5169,1635,0.8038531179836315,23937,0
242,32,0.2572028238885709,516,Rooks County,20,1348,163,12,5241,0.0022896393817973667,Kansas,4060,407,853,43.9,2401,0.01793550849074604,743,4521,94,5050,474,0.14176683838962031,"Rooks County, Kansas",1864,21865,0.7763431903373594,50,242,0.9635565731730585,378,0
222,14,0.26170212765957446,315,Rush County,20,861,165,23,3290,0.006990881458966565,Kansas,2648,246,617,48.6,1592,0.0060790273556231,396,2803,20,3157,208,0.12036474164133738,"Rush County, Kansas",1269,21492,0.7971105527638191,48,211,0.9595744680851064,207,0
357,238,0.2618944323933478,702,Russell County,20,1811,167,0,6915,0.0,Kansas,5376,530,1007,45.9,3245,0.013593637020968908,1028,6022,94,6594,325,0.14866232827187273,"Russell County, Kansas",2443,20581,0.7528505392912173,103,230,0.9535791757049892,422,0
2174,1039,0.2144520024735368,4007,Saline County,20,11791,169,1791,54982,0.03257429704266851,Kansas,37861,532,8185,38,21932,0.09021134189371068,8520,44363,4960,45509,2402,0.15495980502709977,"Saline County, Kansas",14873,24573,0.6781415283603867,1276,5092,0.8277072496453385,5127,24
92,118,0.21419701986754966,401,Scott County,20,1035,171,0,4832,0.0,Kansas,3221,686,940,42.2,2129,0.1214817880794702,677,4237,587,4164,37,0.14010761589403972,"Scott County, Kansas",1741,25606,0.8177548144668859,96,115,0.8617549668874173,333,0
9737,11522,0.18157338780514395,27918,Sedgwick County,20,88267,173,43446,486123,0.08937244277682808,Kansas,304332,2193,78857,34.4,190832,0.12079864561026736,84320,389099,58723,345670,10697,0.1734540435239641,"Sedgwick County, Kansas",127710,26327,0.6692273832480926,11355,50726,0.7110751805612983,46899,171
603,1132,0.1750486984239419,901,Seward County,20,3954,175,912,22588,0.04037542057729768,Kansas,9033,1335,2073,29.1,7472,0.5397113511599079,1709,17800,12191,8540,596,0.0756596422879405,"Seward County, Kansas",4812,22656,0.6440042826552462,1528,2004,0.37807685496723925,2702,13
5249,3896,0.20617305753203027,12607,Shawnee County,20,36191,177,15310,175537,0.08721807937927617,Kansas,119949,534,29895,38.2,73066,0.10165378239345552,33753,142013,17844,134204,5906,0.19228424776542838,"Shawnee County, Kansas",48838,26485,0.6684093832972928,4469,6619,0.7645339728946035,15564,100
131,35,0.23273855702094648,247,Sheridan County,20,600,179,16,2578,0.0062063615205585725,Kansas,2130,393,534,46,1104,0.03064391000775795,394,2172,79,2456,110,0.15283165244375485,"Sheridan County, Kansas",858,24367,0.7771739130434783,71,25,0.9526764934057409,163,0
162,182,0.24141952682439186,623,Sherman County,20,1449,181,46,6002,0.007664111962679107,Kansas,3269,517,1132,41.9,2567,0.09696767744085305,831,5024,582,5216,190,0.1384538487170943,"Sherman County, Kansas",1846,23309,0.7191273860537593,243,107,0.8690436521159614,346,0
137,48,0.3091001525165226,442,Smith County,20,1216,183,0,3934,0.0,Kansas,2756,300,651,49.9,1830,0.018810371123538384,455,3560,74,3798,110,0.11565836298932385,"Smith County, Kansas",1484,22477,0.8109289617486338,76,104,0.9654295882053889,141,3
214,198,0.22512970900067675,431,Stafford County,20,998,185,19,4433,0.00428603654410106,Kansas,3120,495,786,45.1,1860,0.09406722309948116,640,3890,417,3864,248,0.14437175727498308,"Stafford County, Kansas",1504,21912,0.8086021505376344,68,107,0.8716444845477104,302,0
123,52,0.1993627674101047,162,Stanton County,20,438,187,9,2197,0.004096495220755576,Kansas,1219,349,310,38,731,0.37551206190259445,209,1900,825,1337,170,0.09512972234865726,"Stanton County, Kansas",547,21813,0.7482900136798906,25,14,0.6085571233500228,140,0
255,164,0.18597505873847822,345,Stevens County,20,1029,189,18,5533,0.003253208024579794,Kansas,2973,716,688,34.5,2061,0.2954997288993313,501,4248,1635,3732,79,0.09054762335080427,"Stevens County, Kansas",1421,26619,0.6894711305191654,331,181,0.6744984637628773,279,0
1537,437,0.23683885064105206,1724,Sumner County,20,5745,191,291,24257,0.0119965370820794,Kansas,18216,612,3758,39.1,9280,0.04279177144741724,2970,20286,1038,22260,1692,0.12243888362122274,"Sumner County, Kansas",7179,23453,0.7735991379310345,381,2542,0.9176732489590633,1879,8
604,197,0.16810622663400798,576,Thomas County,20,1304,193,48,7757,0.006187959262601521,Kansas,5245,456,1292,37,3039,0.03790125048343432,1143,6163,294,7273,557,0.14735077994069873,"Thomas County, Kansas",1979,21820,0.6512010529779533,246,83,0.9376047441021014,1045,38
74,0,0.2755958375293723,318,Trego County,20,821,195,0,2979,0.0,Kansas,2359,243,497,49.8,1276,0.01342732460557234,491,2666,40,2896,57,0.16482040953340046,"Trego County, Kansas",1050,21365,0.822884012539185,60,82,0.9721383014434374,208,0
218,17,0.2816961736150771,577,Wabaunsee County,20,1973,197,52,7004,0.0074243289548829245,Kansas,5418,284,1224,41.7,2750,0.025128498001142203,1034,6213,176,6642,532,0.14762992575671044,"Wabaunsee County, Kansas",2289,27172,0.8323636363636364,94,474,0.9483152484294689,472,0
44,0,0.23472222222222222,121,Wallace County,20,338,199,4,1440,0.002777777777777778,Kansas,963,238,319,48.2,584,0.052083333333333336,243,1325,75,1344,110,0.16875,"Wallace County, Kansas",487,24241,0.833904109589041,9,16,0.9333333333333333,71,3
88,50,0.25893009741924455,619,Washington County,20,1515,201,9,5851,0.0015381985985301657,Kansas,4308,577,970,46.1,2496,0.022047513245599042,767,5477,129,5638,195,0.13108870278584858,"Washington County, Kansas",1966,21576,0.7876602564102564,36,323,0.9635959665014527,352,0
33,43,0.22237076648841356,212,Wichita County,20,499,203,31,2244,0.013814616755793227,Kansas,1371,351,355,40,856,0.22415329768270945,242,1922,503,1698,42,0.10784313725490197,"Wichita County, Kansas",685,22682,0.8002336448598131,131,49,0.7566844919786097,62,0
422,108,0.28214211294019587,914,Wilson County,20,2708,205,2,9598,0.00020837674515524068,Kansas,7032,370,1144,44.1,3872,0.020525109397791206,701,7901,197,9082,624,0.07303604917691185,"Wilson County, Kansas",2950,18752,0.7618801652892562,121,977,0.946238799749948,724,4
217,111,0.3162291169451074,328,Woodson County,20,1060,207,0,3352,0.0,Kansas,2525,187,397,48.5,1574,0.02356801909307876,314,2779,79,3191,114,0.09367541766109785,"Woodson County, Kansas",1162,19277,0.7382465057179162,68,201,0.9519689737470167,228,0
5055,6674,0.22624821499787728,8732,Wyandotte County,20,35173,209,40748,155462,0.26210906845402737,Kansas,82002,461,15187,33.1,57207,0.2477261324310764,14639,122891,38512,68958,6060,0.09416449035777232,"Wyandotte County, Kansas",36151,22156,0.6319331550334749,6910,8622,0.44356820316218754,15145,56
757,241,0.2322295329522166,1599,Adair County,21,4306,001,648,18542,0.034947686333728835,Kentucky,13934,454,2004,38.5,7272,0.0074964944450436844,1758,15604,139,17451,844,0.09481177866465322,"Adair County, Kentucky",5438,15436,0.7477997799779978,671,1033,0.9411606083486139,2106,0
726,522,0.26356156034132466,1644,Allen County,21,5189,003,225,19688,0.01142828118650955,Kentucky,13184,456,1746,37.8,7811,0.012494920763917106,1392,16634,246,18958,585,0.0707029662738724,"Allen County, Kentucky",5843,18125,0.7480476251440277,494,1322,0.9629215765948801,1708,0
1592,181,0.2736717267552182,1494,Anderson County,21,5769,005,523,21080,0.02481024667931689,Kentucky,16689,108,3494,38,8319,0.012855787476280835,2449,17650,271,20026,1193,0.1161764705882353,"Anderson County, Kentucky",6345,28929,0.7627118644067796,84,1968,0.95,1539,0
213,55,0.2877811550151976,738,Ballard County,21,2367,007,246,8225,0.029908814589665652,Kentucky,4822,228,938,41.1,3363,0.011185410334346505,620,7136,92,7754,366,0.07537993920972644,"Ballard County, Kentucky",2800,21096,0.832589949449896,147,413,0.9427355623100304,585,0
904,556,0.2770301067530287,3375,Barren County,21,11548,009,1899,41685,0.04555595537963296,Kentucky,32790,771,5466,40.2,16727,0.02353364519611371,4285,36226,981,38332,2017,0.10279477030106753,"Barren County, Kentucky",11753,20424,0.7026364560291743,534,4380,0.9195633921074727,3034,0
639,248,0.25966277561608303,963,Bath County,21,3003,011,260,11565,0.02248162559446606,Kentucky,10005,191,1235,38.4,4338,0.00648508430609598,1040,9456,75,11115,383,0.08992650237786425,"Bath County, Kentucky",3498,15760,0.8063623789764869,56,811,0.9610894941634242,833,0
505,669,0.2369325877817525,2505,Bell County,21,6822,013,752,28793,0.02611745910464349,Kentucky,22721,703,2621,40.5,10902,0.008543743270933907,2226,25193,246,27411,833,0.07731045740284097,"Bell County, Kentucky",7481,13989,0.6862043661713447,621,847,0.952002222762477,2669,28
5640,3640,0.19728389250629777,6137,Boone County,21,22633,015,2935,114723,0.025583361662439092,Kentucky,61134,342,20706,35.1,41612,0.03385546054409316,20659,96390,3884,103867,4034,0.18007722950062324,"Boone County, Kentucky",31777,31605,0.7636499086801884,3599,9079,0.9053720701167159,8846,0
966,195,0.26886248558680503,1731,Bourbon County,21,5363,017,1407,19947,0.07053692284554068,Kentucky,15713,920,2540,40.1,8132,0.05765277986664662,2381,16556,1150,17166,1233,0.11936632074998747,"Bourbon County, Kentucky",4994,20592,0.6141170683718642,226,1620,0.8605805384268311,1516,0
1777,1291,0.26075410500709506,4456,Boyd County,21,12863,019,1561,49330,0.03164403000202717,Kentucky,31207,172,6032,41.4,19542,0.007723494830731806,5541,41343,381,46325,1535,0.11232515710520981,"Boyd County, Kentucky",13516,20194,0.6916385221574045,1991,2146,0.9390837218730995,3644,0
1988,295,0.2363958222694282,2282,Boyle County,21,6677,021,1790,28245,0.06337404850416002,Kentucky,19644,311,3664,39.2,10787,0.02782793414763675,4415,22544,786,24495,1807,0.15631085147813772,"Boyle County, Kentucky",7444,19195,0.6900899230555299,1115,1793,0.8672331386086033,3035,43
238,164,0.2953178440853874,645,Bracken County,21,2504,023,26,8479,0.003066399339544758,Kentucky,6621,202,926,40.3,3177,0.011204151432952,653,7432,95,8322,359,0.07701379879702795,"Bracken County, Kentucky",2497,21561,0.7859615989927604,139,679,0.9814836655265952,704,0
477,202,0.24383889593015068,1139,Breathitt County,21,3463,025,60,14202,0.004224757076468103,Kentucky,11996,290,921,40.5,5257,0.007463737501760315,1010,12747,106,13894,271,0.0711167441205464,"Breathitt County, Kentucky",3770,12181,0.7171390526916492,35,334,0.9783129136741304,1220,0
1037,381,0.31408032976423866,1782,Breckinridge County,21,6248,027,520,19893,0.026139848187804755,Kentucky,15818,425,1825,42,7474,0.008495450661036545,1055,17233,169,18978,916,0.05303373045795003,"Breckinridge County, Kentucky",5935,18632,0.7940861653732941,397,1260,0.9540039209772282,1420,0
2889,1237,0.2760946011170103,4845,Bullitt County,21,20021,029,450,72515,0.006205612631869269,Kentucky,58750,211,8612,37.4,27266,0.013762669792456734,5332,63756,998,69789,2521,0.07352961456250431,"Bullitt County, Kentucky",22177,26420,0.8133572947993839,976,5398,0.9624077777011653,5801,11
424,105,0.28316226592493926,1085,Butler County,21,3614,031,7,12763,0.0005484603933244535,Kentucky,10652,224,1011,39.8,5175,0.020919846431089868,686,11110,267,12228,437,0.05374911854579644,"Butler County, Kentucky",4110,18109,0.7942028985507247,149,1280,0.9580819556530596,1026,0
359,146,0.32116901190660274,1266,Caldwell County,21,4154,033,685,12934,0.052961187567651155,Kentucky,10114,262,1510,42.4,5261,0.009509819081490645,1276,11521,123,11923,469,0.09865470852017937,"Caldwell County, Kentucky",4037,18762,0.7673446112906291,46,1162,0.9218339260862842,943,0
1802,878,0.19813399341729457,3013,Calloway County,21,7284,035,1360,36763,0.03699371650844599,Kentucky,20700,621,5707,34.2,14844,0.02274025514783886,6307,29395,836,33421,1357,0.1715583603079183,"Calloway County, Kentucky",10147,18328,0.6835758555645378,1668,2286,0.9090933819329217,7736,0
3068,2551,0.22630763008897276,5943,Campbell County,21,20145,037,2051,89016,0.023040801653635302,Kentucky,56684,238,15779,37.2,35300,0.015896018693268624,15382,74597,1415,83421,4533,0.17280039543452863,"Campbell County, Kentucky",25516,26554,0.7228328611898017,2962,5484,0.9371461310326233,9868,9
92,48,0.30842762387826766,497,Carlisle County,21,1581,039,24,5126,0.0046820132657042525,Kentucky,3685,171,356,43.6,2062,0.01404603979711276,381,4702,72,4927,75,0.07432696059305502,"Carlisle County, Kentucky",1733,18075,0.8404461687681862,34,349,0.9611783066718689,406,0
360,316,0.2709520695132206,730,Carroll County,21,2900,041,107,10703,0.00999719704755676,Kentucky,6828,195,892,37.1,4222,0.06353358871344483,656,8338,680,9564,779,0.06129122675885266,"Carroll County, Kentucky",2758,20047,0.6532449076267172,679,1173,0.8935812389049799,960,0
553,506,0.27080263110599906,2576,Carter County,21,7534,043,181,27821,0.0065058768556126665,Kentucky,20897,196,2867,39,10577,0.006973149778943963,1901,24533,194,27109,933,0.06832967901944574,"Carter County, Kentucky",8237,16072,0.7787652453436702,749,1349,0.9744078214298552,2616,0
590,149,0.2492628144802058,1447,Casey County,21,3973,045,27,15939,0.0016939582156973462,Kentucky,12835,514,1852,39.9,6012,0.020327498588368152,1036,14225,324,15495,452,0.06499780412823891,"Casey County, Kentucky",5116,15231,0.850964737192282,166,1186,0.9721437982307548,1168,0
1535,9290,0.2112331104323179,3986,Christian County,21,15352,047,15747,72678,0.21666804259886072,Kentucky,36571,914,6492,28.7,25923,0.06060981314840805,5698,54780,4405,49553,1442,0.07840061641762294,"Christian County, Kentucky",14649,22293,0.5650966323342206,7067,4546,0.6818156801232835,10570,9
1536,361,0.25418495963744514,2719,Clark County,21,8974,049,1854,35305,0.052513808242458576,Kentucky,27625,684,5211,39.3,14535,0.02348109332955672,4296,28039,829,32237,1615,0.12168248123495255,"Clark County, Kentucky",9480,24505,0.6522187822497421,1136,2595,0.9131001274606996,2627,0
141,234,0.26237779880163986,1545,Clay County,21,5824,051,1120,22197,0.05045726900031536,Kentucky,19292,355,1210,37.3,6520,0.010722169662567014,1129,20763,238,20621,722,0.050862729197639324,"Clay County, Kentucky",5133,11250,0.7872699386503067,307,559,0.9289994143352706,1957,0
167,126,0.2221238067119378,970,Clinton County,21,2257,053,83,10161,0.008168487353606929,Kentucky,7072,407,687,41.1,4184,0.01791162287176459,255,8826,182,9786,256,0.02509595512252731,"Clinton County, Kentucky",3138,16031,0.75,163,794,0.9630941836433422,823,0
257,364,0.28637388596585417,930,Crittenden County,21,2667,055,39,9313,0.004187694620423064,Kentucky,7317,394,912,42.2,3749,0.005690969612369806,593,8581,53,9070,326,0.06367443358745839,"Crittenden County, Kentucky",2959,18065,0.7892771405708189,31,528,0.9739074412112101,768,0
42,127,0.3002452748521137,725,Cumberland County,21,2081,057,253,6931,0.03650266916750829,Kentucky,5003,139,604,42.9,2660,0.006781128264319723,377,6550,47,6580,67,0.05439330543933055,"Cumberland County, Kentucky",2091,15492,0.7860902255639097,61,479,0.9493579570047612,567,0
3460,1451,0.26383152686639133,7105,Daviess County,21,25169,059,4601,95398,0.04822952263150171,Kentucky,74902,1058,11965,38.6,37644,0.023407199312354555,11534,79551,2233,86412,2510,0.12090400218033921,"Daviess County, Kentucky",26200,22450,0.6959940495165232,1426,7580,0.9058051531478647,8504,23
720,125,0.31755750455071985,1132,Edmonson County,21,3838,061,281,12086,0.023250041370180375,Kentucky,9535,144,1106,40.8,4752,0.0034750951514148603,589,10030,42,11693,284,0.048734072480556015,"Edmonson County, Kentucky",3573,18054,0.7518939393939394,331,867,0.9674830382260466,1145,0
848,71,0.29467503002802614,700,Elliott County,21,2208,063,305,7493,0.0407046576805018,Kentucky,6304,103,531,39.3,2546,0.005071399973308422,368,6428,38,7140,523,0.04911250500467103,"Elliott County, Kentucky",2034,12337,0.7989002356637863,0,198,0.9528893634058454,743,0
236,48,0.2919975565058033,1307,Estill County,21,4302,065,101,14733,0.006855358718523044,Kentucky,12616,71,1083,39.6,5604,0.003936740650240956,672,13112,58,14113,642,0.045611891671757276,"Estill County, Kentucky",4163,16042,0.7428622412562456,117,1002,0.9579175999457001,1057,0
15130,8840,0.1355066048707667,15879,Fayette County,21,39032,067,41168,288045,0.1429221128643094,Kentucky,175103,3338,62826,33.5,120917,0.06202155913138572,72446,209956,17865,213771,12688,0.2515093127809891,"Fayette County, Kentucky",68771,25151,0.5687455031137061,10780,14417,0.7421444565953237,42021,36
190,83,0.23906970247241235,1166,Fleming County,21,3423,069,80,14318,0.0055873725380639755,Kentucky,12020,641,2005,39.9,5568,0.016901801927643526,1222,12536,242,13845,819,0.08534711551892722,"Fleming County, Kentucky",4338,17289,0.7790948275862069,244,1029,0.9669646598686967,1135,0
1495,646,0.23990587999699617,3071,Floyd County,21,9584,071,325,39949,0.008135372600065083,Kentucky,33746,1132,3326,39.5,15542,0.006257978923126987,3217,34154,250,38978,1262,0.08052767278279807,"Floyd County, Kentucky",11185,14845,0.7196628490541758,757,492,0.9756940098625748,3380,0
2433,856,0.22823893859416716,3637,Franklin County,21,11199,073,5178,49067,0.1055291743941957,Kentucky,37173,277,8058,39,20878,0.025964497523793997,9123,39153,1274,41177,2245,0.18592944341410725,"Franklin County, Kentucky",13506,28156,0.6469010441613181,1100,2449,0.8391994619601769,4754,0
224,436,0.3126275882181394,603,Fulton County,21,2144,075,1630,6858,0.23767862350539515,Kentucky,3463,106,499,42.5,2931,0.012394284047827355,531,5779,85,5041,336,0.07742782152230972,"Fulton County, Kentucky",1879,17530,0.6410781303309451,263,703,0.7350539515893847,525,0
699,82,0.2610346464167062,625,Gallatin County,21,2200,077,103,8428,0.012221167536782155,Kentucky,5912,104,496,39.4,2971,0.03464641670621737,490,6709,292,7854,614,0.05813953488372093,"Gallatin County, Kentucky",2180,20835,0.7337596768764726,138,695,0.9318936877076412,705,0
855,24,0.30732692079325497,1381,Garrard County,21,5176,079,384,16842,0.02280014250089063,Kentucky,13673,180,1845,41.2,6294,0.021790761192257452,1650,14203,367,15927,1216,0.09796936230851443,"Garrard County, Kentucky",4848,20561,0.7702573879885606,208,1495,0.9456715354470966,948,0
